
4,11,11,11,11,11,11,11,11,11,6,11,11,8,11,11,11,11,10,11,11,4,11,11,13,11,5,11,11,11,11,11,11,11,6,11,11,11,12,11,11,11,11,11,11,11,11,11,11,12,11,9,11,11,11,11,11,11,4,11,11,11,11,11,6,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,4,11,11,11,4,11,11,11,11,6,11,11,11,4,11,11,11,11,11,6,
4,11,11,11,11,11,11,8,11,11,5,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,6,11,11,11,11,8,11,11,6,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,4,11,11,11,11,11,11,11,6,11,11,11,10,11,11,11,4,11,11,11,5,11,11,11,11,5,11,11,11,5,11,11,11,11,11,4,
4,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,9,11,11,11,11,6,11,11,11,11,4,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,6,11,10,11,11,11,11,11,4,11,11,13,11,11,11,11,5,11,11,11,4,11,11,11,11,6,11,7,11,5,11,11,11,11,11,5,
4,11,12,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,5,11,11,11,12,11,11,11,4,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,5,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,4,11,11,11,5,11,11,8,11,5,11,11,11,4,11,11,13,11,11,6,
5,11,11,11,11,11,11,11,11,11,6,11,11,12,11,11,11,11,11,11,11,5,11,10,11,11,5,11,11,11,11,11,11,11,6,11,11,11,11,11,11,8,11,11,11,11,11,11,10,11,11,11,10,9,11,11,11,11,6,11,13,11,11,11,6,11,11,11,13,11,11,11,6,11,11,11,11,11,11,11,6,11,11,11,5,11,11,11,11,5,11,11,11,6,11,11,11,11,11,5,
4,4,5,4,6,4,4,5,6,5,4,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,5,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,5,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,5,11,11,11,4,11,11,11,11,5,11,11,11,4,11,11,11,12,11,4,
6,1,2,2,1,2,3,1,2,1,1,11,11,11,11,11,11,11,7,11,11,6,11,11,13,11,4,11,11,11,11,13,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,8,11,11,5,11,11,11,11,10,11,11,6,11,11,11,11,11,11,11,4,11,11,11,4,11,13,11,11,5,11,11,11,4,11,11,11,11,11,4,
4,14,14,14,16,14,20,19,18,14,17,11,11,11,11,4,11,11,11,11,11,4,11,11,11,11,6,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11,11,4,11,11,11,10,11,4,11,11,11,11,11,11,11,5,11,9,11,11,10,11,11,5,11,11,11,6,11,11,11,11,6,11,11,10,6,11,11,11,11,11,6,
6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,5,11,8,11,11,5,11,11,11,11,11,11,11,6,11,11,11,11,9,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,5,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,6,11,11,11,4,11,11,11,11,5,11,11,11,4,11,11,11,11,11,5,
5,11,11,10,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,4,11,11,10,11,5,11,11,11,12,11,9,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,5,11,10,11,11,11,4,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,5,11,11,11,5,11,11,11,11,2,11,11,11,6,11,11,11,11,11,6,
6,11,11,11,11,11,11,11,11,11,12,11,11,11,11,5,11,11,11,11,11,6,11,11,11,11,5,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,12,5,11,10,11,11,11,12,11,5,11,11,11,8,11,7,11,4,11,11,11,4,11,10,11,11,19,11,11,11,6,11,11,10,11,11,4,
4,11,11,11,12,11,11,11,11,11,11,11,11,11,11,4,5,4,5,4,6,4,11,11,11,11,6,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,11,11,11,11,10,11,13,11,11,11,11,11,11,11,11,5,11,11,13,11,11,4,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,5,11,11,11,6,11,11,11,11,11,11,11,11,4,11,11,11,12,11,5,
5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,2,3,1,2,2,1,11,11,11,11,5,11,11,11,12,11,11,11,4,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,5,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,6,11,11,11,4,11,11,11,11,11,11,12,11,6,11,11,11,11,11,5,
4,11,11,9,11,11,11,11,11,11,11,12,11,11,11,16,14,14,15,14,14,14,11,11,11,11,5,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,6,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,5,11,11,11,5,11,11,11,9,11,11,11,11,4,11,11,11,11,11,5,
5,11,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,6,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,4,11,13,11,11,11,11,11,5,11,11,11,11,11,11,11,6,11,11,11,4,11,11,11,11,11,11,11,11,6,11,11,11,11,11,5,
4,11,10,11,11,11,8,11,11,11,11,11,11,11,11,5,6,5,5,4,6,5,11,11,11,11,5,11,11,11,10,11,11,11,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,10,11,5,11,11,11,11,9,11,11,6,11,11,11,11,11,11,11,4,11,11,11,4,11,11,10,11,11,11,11,11,4,11,11,11,11,11,5,
5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,1,2,3,2,1,5,11,11,11,11,6,11,11,11,11,11,11,11,5,4,6,4,5,5,6,4,5,6,6,4,5,4,6,5,5,4,5,4,6,4,5,6,4,11,11,9,11,11,5,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,5,11,11,11,6,11,11,11,11,11,11,11,11,4,11,11,11,11,11,5,
5,11,11,11,11,11,11,11,11,11,11,7,11,11,11,4,14,14,16,18,14,4,11,11,11,11,4,11,11,11,11,11,11,11,3,1,1,2,1,2,3,2,1,2,2,1,1,3,2,1,1,3,2,1,2,3,2,1,2,11,11,11,11,11,1,11,11,11,11,11,11,11,6,11,11,7,11,11,11,11,4,11,11,11,5,5,5,6,4,4,5,4,6,5,11,11,11,11,11,4,
6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,5,11,11,11,11,5,11,11,11,11,11,11,11,14,17,14,14,14,14,20,14,19,14,14,14,14,15,14,18,14,14,14,17,14,14,14,14,17,11,11,11,11,11,14,11,11,11,11,11,11,11,4,11,11,11,11,11,9,11,4,11,11,11,1,2,2,2,3,2,2,1,1,1,11,12,11,11,11,4,
4,11,11,11,9,13,11,11,11,11,11,11,11,11,11,17,11,11,11,11,11,5,8,11,11,11,6,11,12,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,12,11,11,11,11,5,11,11,11,11,11,11,11,5,11,11,11,14,15,18,14,14,14,19,14,18,14,11,12,11,11,11,4,
4,11,11,11,11,11,11,10,11,11,11,12,11,11,11,11,11,13,11,11,11,6,11,11,11,11,4,11,11,11,11,11,11,11,10,11,7,11,11,12,11,11,11,11,11,10,11,9,11,11,11,11,8,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,
6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,6,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,12,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,
5,11,11,11,11,11,11,11,11,4,5,5,6,5,6,5,5,4,5,5,6,5,11,11,11,11,4,5,4,6,5,6,5,6,5,6,5,6,5,4,5,6,4,6,5,4,6,5,4,6,4,5,6,4,6,4,6,4,6,5,4,5,6,4,6,4,5,6,4,4,6,4,4,11,11,11,11,11,11,11,6,5,6,6,4,6,5,6,4,6,6,4,5,4,5,4,4,6,4,5,
4,11,11,12,11,11,11,11,11,5,2,2,1,2,1,1,2,1,2,1,1,3,11,11,11,12,1,1,2,1,3,3,3,1,3,1,1,2,2,1,3,1,1,3,2,1,1,2,1,1,2,3,1,1,3,1,3,1,2,3,3,1,2,1,2,1,3,1,3,1,1,3,1,11,11,11,11,11,11,11,1,1,2,1,1,2,3,1,1,3,3,2,3,2,2,1,1,1,3,6,
6,11,11,11,11,11,11,11,11,5,14,14,16,14,14,18,14,14,14,18,14,14,11,11,11,11,14,14,14,14,14,15,14,14,14,14,14,16,14,14,14,14,14,14,18,14,14,14,14,14,20,14,14,14,18,16,14,14,14,14,14,14,14,14,20,17,14,14,14,14,14,14,14,11,11,9,11,11,11,11,14,15,14,18,14,16,14,20,18,19,14,17,20,18,19,16,14,14,19,4,
4,6,4,6,4,5,4,4,5,4,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,
6,2,2,2,1,2,2,1,1,5,11,11,13,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,10,11,11,11,11,12,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,9,11,11,10,11,11,11,11,11,13,11,11,11,11,11,11,11,10,11,11,11,11,11,11,12,11,11,11,11,11,11,11,5,
4,14,16,14,15,14,14,18,14,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,12,11,11,11,4,
5,11,11,11,11,11,11,11,11,5,11,11,11,11,4,6,5,4,6,5,4,5,6,4,5,4,5,11,11,11,11,11,4,4,5,6,4,6,4,6,5,4,6,4,6,5,4,6,6,5,4,6,4,6,5,6,6,4,4,5,6,5,6,4,5,4,6,5,4,4,5,6,4,11,11,11,11,5,6,5,6,6,6,5,6,4,5,6,4,5,5,6,5,11,11,11,11,10,11,5,
4,11,11,11,11,11,12,11,11,6,11,11,11,11,5,1,1,2,1,2,1,2,3,1,1,1,6,11,11,10,11,11,5,1,1,3,1,3,2,3,2,1,2,1,2,1,3,2,1,3,1,3,2,1,1,3,3,2,1,3,2,1,3,2,1,1,1,2,1,1,1,3,5,11,11,11,11,4,2,3,2,1,1,1,2,2,3,1,3,2,1,3,5,11,11,11,11,11,11,5,
6,11,11,11,11,11,11,11,11,4,11,11,11,11,6,14,14,18,14,14,15,14,14,14,14,14,5,11,11,11,11,11,6,14,19,14,14,14,14,17,14,14,14,14,15,14,14,14,19,14,14,14,17,14,18,14,14,14,20,14,18,14,14,15,14,14,14,18,14,14,16,14,6,11,11,11,11,6,16,14,19,14,15,14,18,14,20,14,16,19,17,15,4,11,8,11,11,11,11,6,
4,11,8,11,11,11,13,11,11,5,11,11,9,11,4,11,11,11,11,11,11,11,12,11,11,11,6,11,11,11,11,11,5,11,11,12,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,12,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,7,11,11,11,11,5,
6,11,11,11,11,11,11,11,11,6,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,6,11,11,11,11,11,11,11,12,11,11,11,11,11,13,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,7,11,11,11,4,11,11,9,11,11,5,11,11,10,11,4,11,11,5,5,4,5,5,4,5,5,5,6,4,5,4,11,11,11,12,11,11,6,
4,11,11,11,11,11,11,11,11,4,11,11,11,11,4,11,11,11,11,11,11,11,10,11,11,11,5,11,11,13,11,11,5,6,5,6,5,5,6,5,6,4,6,5,4,4,6,5,5,6,4,6,6,4,5,6,6,4,6,4,6,4,6,4,5,4,5,11,11,11,11,11,6,11,11,11,11,6,11,11,3,1,2,3,1,2,3,1,3,1,2,1,2,11,11,11,11,11,11,4,
5,11,11,11,12,11,11,11,11,5,11,13,11,11,5,11,11,13,11,11,11,11,11,11,11,11,4,11,11,11,12,11,3,2,1,3,1,2,1,1,3,1,3,3,1,3,1,3,3,1,1,1,3,3,1,3,1,1,3,1,3,1,1,1,3,1,1,11,11,11,7,11,4,11,11,11,11,4,11,11,14,16,14,14,19,14,20,14,14,18,14,17,18,11,11,10,11,8,11,6,
